austenitizing_temp_C,section_thickness_mm,quench_medium,tempering_temp_C,tempering_time_hr,hardness_HRC,UTS_MPa,YS_MPa,elongation_pct,reduction_of_area_pct,source
861.6,25.0,oil,533.8,4.0,24.2,826.6,625.9,24.6,55.4,physics_model
841.9,50.0,oil,384.9,1.0,41.4,1328.2,1028.0,15.6,39.1,physics_model
833.3,13.0,water,339.9,0.5,44.8,1428.9,1192.3,13.9,35.8,physics_model
841.8,13.0,oil,281.3,2.0,49.9,1589.1,1357.2,13.9,32.1,physics_model
870.7,13.0,oil,217.6,1.0,51.7,1751.3,1579.5,10.5,29.1,physics_model
834.4,50.0,water,534.9,2.0,24.2,902.2,653.0,23.4,47.9,physics_model
836.8,13.0,oil,403.0,1.0,40.4,1206.4,1025.3,16.4,41.2,physics_model
841.7,13.0,air,445.7,2.0,33.0,1113.0,858.3,19.0,49.3,physics_model
863.0,25.0,oil,566.8,2.0,22.7,796.3,594.1,24.2,56.6,physics_model
856.8,25.0,oil,518.5,0.5,28.3,1009.7,684.8,21.6,50.2,physics_model
869.4,75.0,water,367.6,0.5,43.3,1401.7,1148.5,15.0,40.1,physics_model
838.1,50.0,oil,609.0,0.5,22.1,761.8,545.3,23.6,58.7,physics_model
834.3,100.0,oil,325.6,2.0,45.7,1516.9,1215.6,13.9,35.8,physics_model
846.6,50.0,oil,593.0,4.0,21.0,781.0,522.6,24.8,56.3,physics_model
850.7,25.0,oil,639.6,4.0,17.8,745.4,500.0,26.8,58.1,physics_model
841.7,100.0,oil,536.2,0.5,27.7,930.5,688.8,23.9,51.7,physics_model
831.3,150.0,oil,370.0,1.0,42.2,1284.9,1101.1,16.5,38.6,physics_model
848.9,25.0,oil,217.3,4.0,52.3,1837.1,1582.9,10.0,28.6,physics_model
845.1,13.0,oil,612.5,4.0,18.9,785.9,500.7,24.3,47.8,physics_model
834.3,75.0,oil,400.6,0.5,40.6,1306.9,1015.3,17.8,38.3,physics_model
835.7,50.0,water,326.9,1.0,46.7,1432.3,1238.5,14.4,34.4,physics_model
856.8,100.0,air,206.8,0.5,40.2,1358.8,1012.4,17.4,42.1,physics_model
830.5,100.0,oil,417.8,1.0,37.0,1181.1,920.9,19.3,44.7,physics_model
861.3,50.0,air,280.4,4.0,41.3,1275.7,1093.5,15.7,38.2,physics_model
838.0,75.0,water,442.8,2.0,34.6,1085.5,808.0,20.3,46.7,physics_model
870.3,50.0,oil,476.3,2.0,30.8,971.3,818.1,22.0,49.9,physics_model
850.8,150.0,air,312.5,4.0,39.8,1274.5,974.1,18.3,40.3,physics_model
851.5,75.0,oil,475.0,1.0,32.5,1027.6,812.8,20.6,47.0,physics_model
848.1,13.0,oil,206.2,0.5,52.3,1844.3,1687.6,9.7,27.7,physics_model
854.9,50.0,air,282.1,0.5,41.6,1359.2,1089.3,15.6,40.2,physics_model
830.0,100.0,air,430.1,2.0,35.9,1174.0,879.7,19.1,47.4,physics_model
841.4,100.0,oil,458.8,4.0,30.9,1018.7,753.3,19.8,46.2,physics_model
856.3,50.0,oil,532.4,2.0,25.7,874.4,639.5,22.9,55.6,physics_model
869.6,100.0,oil,548.8,4.0,22.7,849.6,561.3,24.6,49.7,physics_model
858.5,25.0,oil,657.6,0.5,19.7,767.9,509.7,22.5,52.7,physics_model
844.3,75.0,oil,205.6,4.0,51.2,1763.0,1640.2,10.9,28.9,physics_model
849.1,75.0,oil,266.0,4.0,48.6,1644.1,1397.0,13.0,31.7,physics_model
836.9,13.0,oil,550.5,1.0,24.8,841.2,640.8,21.0,54.8,physics_model
853.1,25.0,water,502.3,0.5,31.5,1002.7,710.7,21.3,52.3,physics_model
858.8,25.0,oil,443.9,0.5,34.9,1193.6,922.2,19.2,43.3,physics_model
843.5,25.0,oil,249.2,2.0,50.7,1641.9,1489.8,11.2,29.5,physics_model
845.3,25.0,oil,611.4,0.5,22.1,799.9,546.4,21.7,57.9,physics_model
856.8,50.0,oil,352.2,1.0,44.6,1347.6,1237.3,16.3,37.5,physics_model
838.2,25.0,oil,222.3,1.0,52.9,1673.1,1614.2,11.5,27.3,physics_model
855.7,25.0,oil,612.2,2.0,20.4,776.4,563.6,24.8,52.4,physics_model
846.2,100.0,air,475.8,1.0,31.9,1031.7,745.0,20.7,51.2,physics_model
835.3,150.0,oil,627.8,0.5,21.0,793.3,567.0,24.9,56.9,physics_model
851.4,25.0,oil,206.3,0.5,53.5,1801.1,1601.2,10.5,26.9,physics_model
859.8,75.0,water,489.1,1.0,29.3,1004.1,756.8,22.2,50.3,physics_model
848.4,25.0,oil,566.7,0.5,24.6,871.0,601.6,24.2,52.8,physics_model
851.7,150.0,oil,372.6,2.0,40.5,1269.9,1068.4,16.1,38.9,physics_model
858.1,25.0,oil,250.9,2.0,50.8,1675.4,1498.6,12.3,30.3,physics_model
839.2,25.0,oil,322.9,0.5,48.1,1556.4,1314.8,14.4,35.9,physics_model
865.3,13.0,oil,534.3,1.0,26.1,909.3,631.0,23.9,58.9,physics_model
845.2,75.0,oil,445.3,2.0,34.1,1074.5,786.8,19.4,42.7,physics_model
844.7,75.0,oil,324.6,1.0,47.0,1564.9,1259.9,13.8,35.0,physics_model
865.6,75.0,oil,220.1,4.0,52.7,1676.2,1555.4,9.9,28.4,physics_model
849.5,25.0,oil,398.3,2.0,37.5,1251.8,1014.4,19.1,41.8,physics_model
865.7,13.0,oil,293.9,4.0,45.5,1564.9,1309.6,12.3,35.0,physics_model
863.4,25.0,oil,474.5,4.0,30.4,975.8,763.8,21.3,48.4,physics_model
850.9,150.0,oil,322.2,4.0,44.6,1375.6,1165.1,15.9,36.7,physics_model
865.1,75.0,oil,595.7,4.0,20.1,760.1,531.1,24.5,56.0,physics_model
860.8,100.0,oil,251.0,1.0,50.8,1672.8,1494.4,11.7,32.3,physics_model
831.5,50.0,oil,458.8,1.0,32.7,1077.2,853.4,20.7,47.3,physics_model
864.4,150.0,air,235.4,0.5,39.6,1281.1,1040.4,17.6,41.0,physics_model
865.0,75.0,oil,473.6,1.0,31.5,970.3,784.0,24.4,49.9,physics_model
868.8,25.0,oil,582.3,0.5,23.8,799.5,569.6,23.7,52.0,physics_model
836.8,150.0,oil,218.9,1.0,50.6,1746.6,1482.2,10.7,27.2,physics_model
843.6,50.0,oil,237.7,0.5,53.5,1773.6,1524.9,11.8,29.1,physics_model
868.6,13.0,oil,637.5,2.0,18.2,743.3,486.5,22.9,49.0,physics_model
844.9,25.0,air,417.9,4.0,35.2,1148.8,901.6,20.4,41.9,physics_model
859.8,13.0,oil,266.3,0.5,49.5,1619.3,1551.0,13.5,29.6,physics_model
828.6,50.0,oil,308.6,2.0,47.4,1544.7,1309.1,13.8,32.8,physics_model
854.8,25.0,oil,353.3,2.0,43.9,1350.5,1095.8,16.9,39.3,physics_model
845.7,75.0,oil,505.1,4.0,27.0,949.3,656.5,22.4,49.3,physics_model
861.7,13.0,oil,443.4,1.0,34.6,1131.1,812.8,18.9,47.8,physics_model
851.3,50.0,water,282.7,1.0,48.7,1618.7,1368.8,11.9,30.4,physics_model
848.5,75.0,water,506.2,1.0,29.3,940.9,711.8,22.5,49.4,physics_model
868.1,25.0,oil,400.4,2.0,39.2,1199.0,954.3,17.1,43.8,physics_model
830.2,25.0,air,340.7,2.0,40.4,1335.9,1038.5,18.2,40.0,physics_model
843.9,25.0,oil,295.7,2.0,47.0,1634.1,1323.9,13.3,34.5,physics_model
851.6,25.0,oil,641.4,2.0,18.3,761.3,503.6,27.3,58.2,physics_model
856.1,75.0,oil,597.2,2.0,20.7,772.0,522.8,23.5,56.2,physics_model
847.0,50.0,oil,219.9,2.0,51.6,1721.9,1562.7,12.3,28.6,physics_model
835.0,75.0,oil,252.1,2.0,50.4,1637.7,1463.2,11.8,29.7,physics_model
829.9,50.0,oil,221.1,0.5,53.6,1819.9,1607.9,11.0,28.8,physics_model
831.6,13.0,oil,518.2,1.0,27.7,939.9,689.2,21.4,50.5,physics_model
828.1,25.0,oil,384.8,2.0,39.6,1230.5,997.3,14.9,40.5,physics_model
835.4,75.0,air,627.4,2.0,18.9,790.3,514.7,23.6,50.5,physics_model
868.4,100.0,oil,280.0,0.5,50.5,1688.9,1353.9,12.6,32.5,physics_model
868.5,75.0,water,502.6,0.5,31.3,987.9,762.8,18.4,52.1,physics_model
868.8,100.0,oil,443.2,1.0,34.6,1103.5,856.1,21.1,47.8,physics_model
830.7,25.0,oil,281.1,4.0,48.0,1618.9,1352.2,14.1,32.8,physics_model
855.4,150.0,oil,638.5,2.0,18.2,735.2,496.6,27.1,56.0,physics_model
854.5,25.0,water,415.9,2.0,38.2,1166.5,970.9,17.0,44.4,physics_model
846.4,25.0,oil,656.8,0.5,19.7,748.2,503.5,24.0,56.2,physics_model
858.1,13.0,oil,428.7,4.0,33.5,1060.2,841.5,20.5,43.6,physics_model
859.7,75.0,water,461.5,4.0,31.0,985.6,723.9,20.8,49.7,physics_model
833.5,75.0,water,627.5,0.5,20.9,775.2,580.5,26.0,56.8,physics_model
835.4,13.0,water,384.7,1.0,41.4,1233.6,1077.6,16.3,36.5,physics_model
834.4,150.0,oil,295.3,0.5,49.6,1676.8,1382.4,12.8,32.7,physics_model
841.3,25.0,oil,402.6,2.0,38.5,1239.4,1026.7,18.0,46.6,physics_model
828.2,75.0,oil,607.4,2.0,20.4,828.0,518.3,26.0,58.0,physics_model
839.9,13.0,water,517.1,0.5,28.6,971.6,707.4,22.9,50.0,physics_model
843.7,100.0,oil,517.3,2.0,25.7,923.2,612.9,21.8,53.9,physics_model
854.0,100.0,oil,627.9,2.0,18.8,755.6,530.3,23.9,53.9,physics_model
828.5,25.0,oil,235.5,0.5,53.1,1783.2,1656.8,11.1,28.0,physics_model
869.3,75.0,oil,297.1,1.0,47.7,1629.0,1342.5,12.9,35.9,physics_model
851.0,25.0,oil,309.2,2.0,46.5,1485.2,1350.4,14.2,35.6,physics_model
861.0,100.0,oil,474.8,1.0,32.0,1017.3,766.8,21.0,48.0,physics_model
848.2,50.0,water,308.5,0.5,48.8,1587.9,1370.8,13.3,33.1,physics_model
855.5,25.0,oil,354.3,2.0,43.8,1316.9,1139.3,15.3,37.9,physics_model
866.3,150.0,oil,550.4,2.0,24.0,891.5,620.1,24.5,50.7,physics_model
841.5,25.0,air,459.7,0.5,34.0,1115.6,847.3,19.3,46.7,physics_model
860.3,13.0,oil,519.5,4.0,25.5,870.7,616.4,26.0,53.1,physics_model
855.6,13.0,air,612.4,0.5,21.3,804.8,553.7,25.3,49.9,physics_model
844.0,75.0,water,399.8,4.0,37.5,1191.4,926.0,17.3,48.1,physics_model
838.4,100.0,oil,550.1,2.0,24.5,868.4,564.9,25.9,53.4,physics_model
870.0,50.0,water,232.1,4.0,50.8,1691.1,1449.6,10.6,29.7,physics_model
863.8,50.0,water,250.5,1.0,51.0,1724.0,1496.0,10.4,32.0,physics_model
854.2,50.0,water,652.5,0.5,19.7,777.7,525.5,26.8,58.3,physics_model
830.7,100.0,oil,656.6,2.0,17.2,717.0,493.2,22.9,55.6,physics_model
831.5,75.0,oil,247.3,1.0,51.7,1697.1,1550.5,10.5,28.3,physics_model
865.9,100.0,oil,372.9,2.0,41.4,1292.6,1059.0,16.5,40.8,physics_model
868.1,100.0,oil,623.8,2.0,19.4,768.9,511.9,28.4,52.9,physics_model
838.3,100.0,oil,476.1,0.5,33.2,1080.3,800.3,21.5,48.0,physics_model
831.7,75.0,oil,278.4,4.0,50.1,1672.3,1315.1,13.5,32.5,physics_model
863.7,50.0,oil,205.7,1.0,51.4,1764.1,1468.1,10.6,27.1,physics_model
868.9,150.0,oil,252.2,4.0,49.8,1701.3,1394.8,11.5,32.1,physics_model
855.2,13.0,oil,488.3,2.0,28.7,994.8,711.6,21.6,45.4,physics_model
849.1,25.0,oil,264.0,1.0,51.4,1666.9,1472.1,11.5,33.0,physics_model
833.9,25.0,oil,249.8,0.5,52.8,1685.3,1539.0,10.5,30.4,physics_model
859.9,25.0,water,457.8,4.0,31.8,936.7,795.9,21.5,46.5,physics_model
850.7,13.0,air,382.5,1.0,41.6,1329.9,1084.7,17.9,37.9,physics_model
848.1,25.0,oil,217.9,2.0,52.3,1601.6,1568.3,11.2,29.1,physics_model
847.0,100.0,oil,204.7,1.0,52.0,1823.1,1582.4,10.2,24.9,physics_model
841.1,75.0,air,654.1,1.0,18.4,748.6,522.3,27.3,56.1,physics_model
831.2,50.0,oil,327.4,2.0,45.3,1477.7,1277.0,16.6,37.7,physics_model
844.8,13.0,oil,550.7,1.0,25.9,905.9,593.6,22.7,52.6,physics_model
859.3,50.0,air,248.4,1.0,40.7,1264.4,1155.5,17.9,38.5,physics_model
838.8,75.0,oil,413.7,4.0,34.6,1178.5,873.5,18.3,41.0,physics_model
868.8,13.0,oil,204.9,1.0,52.6,1746.8,1576.7,9.9,29.5,physics_model
870.0,150.0,oil,415.0,4.0,36.3,1120.7,896.4,19.3,43.0,physics_model
850.6,100.0,oil,504.7,0.5,30.0,994.9,721.2,20.4,45.1,physics_model
859.2,75.0,air,625.5,4.0,18.3,776.2,539.2,23.8,48.4,physics_model
848.1,50.0,oil,623.9,4.0,18.6,777.3,490.7,23.3,59.9,physics_model
853.8,50.0,oil,341.9,1.0,45.1,1383.3,1202.4,14.6,38.8,physics_model
835.7,75.0,oil,384.6,4.0,38.4,1240.9,1029.6,18.1,44.1,physics_model
838.7,50.0,oil,597.5,4.0,20.2,804.1,510.4,23.8,59.4,physics_model
858.3,100.0,oil,577.9,0.5,23.8,851.8,591.9,24.0,55.9,physics_model
828.6,25.0,water,401.7,0.5,39.8,1382.1,963.7,17.0,41.0,physics_model
834.9,150.0,oil,488.7,0.5,32.2,1033.4,777.8,20.8,48.6,physics_model
869.2,13.0,oil,295.8,1.0,48.6,1618.6,1300.1,14.6,32.0,physics_model
838.9,75.0,water,339.2,1.0,44.2,1470.3,1288.6,16.1,37.2,physics_model
839.1,25.0,oil,446.2,1.0,34.5,1093.6,826.3,19.8,45.8,physics_model
859.2,50.0,oil,611.3,4.0,18.5,737.4,516.4,27.8,56.8,physics_model
864.9,13.0,oil,623.9,4.0,18.6,767.1,522.4,24.3,54.3,physics_model
861.5,25.0,oil,278.3,1.0,49.6,1739.4,1391.3,12.1,31.6,physics_model
854.0,100.0,oil,504.2,0.5,30.0,1050.3,734.7,22.4,45.7,physics_model
841.9,75.0,oil,460.6,4.0,30.0,997.2,748.3,23.1,44.1,physics_model
856.9,25.0,oil,642.2,0.5,20.0,731.0,507.7,26.5,56.0,physics_model
829.0,50.0,oil,354.2,0.5,44.4,1482.2,1231.3,14.5,36.9,physics_model
836.5,25.0,oil,384.8,1.0,39.7,1255.9,1041.3,16.6,40.1,physics_model
853.6,25.0,oil,295.8,1.0,47.3,1551.5,1352.7,14.9,33.1,physics_model
839.4,100.0,oil,338.0,0.5,45.5,1537.9,1286.8,14.9,33.6,physics_model
838.7,100.0,oil,506.6,1.0,29.1,965.7,742.7,21.9,53.0,physics_model
830.9,25.0,oil,220.0,1.0,50.4,1808.7,1640.9,10.8,27.6,physics_model
850.5,150.0,oil,354.6,2.0,42.2,1410.1,1095.3,15.7,38.6,physics_model
830.1,13.0,oil,312.4,0.5,47.6,1493.1,1344.6,13.7,35.1,physics_model
834.6,25.0,oil,263.4,4.0,50.1,1692.8,1428.6,13.7,33.6,physics_model
848.5,75.0,water,460.3,1.0,33.6,1089.7,776.2,21.3,44.6,physics_model
868.6,25.0,air,325.7,2.0,41.9,1366.7,1077.0,17.1,42.3,physics_model
840.0,50.0,air,489.9,0.5,31.2,1035.7,718.8,21.9,45.9,physics_model
843.2,50.0,air,236.7,1.0,40.5,1287.6,1013.8,16.9,41.5,physics_model
864.5,50.0,air,206.1,2.0,41.2,1309.4,1075.4,18.4,39.3,physics_model
860.5,13.0,water,293.0,1.0,47.1,1621.2,1390.7,12.7,34.1,physics_model
861.7,100.0,oil,205.6,4.0,52.2,1749.5,1605.2,10.8,27.1,physics_model
830.2,50.0,oil,474.6,0.5,33.7,1022.7,831.3,19.5,47.7,physics_model
854.9,25.0,water,652.3,2.0,18.3,741.3,482.6,24.3,52.4,physics_model
856.7,25.0,oil,342.4,4.0,41.4,1275.5,1136.0,15.9,40.2,physics_model
868.9,50.0,oil,353.9,0.5,43.7,1380.2,1235.6,14.5,33.8,physics_model
849.7,13.0,oil,339.2,2.0,45.1,1484.8,1223.5,14.5,37.4,physics_model
868.7,13.0,oil,307.0,0.5,48.4,1589.3,1350.8,12.9,33.2,physics_model
850.3,150.0,oil,292.7,2.0,49.2,1553.4,1345.9,14.9,33.0,physics_model
860.2,100.0,oil,518.0,0.5,29.4,934.7,691.6,22.2,49.4,physics_model
833.3,13.0,oil,597.8,0.5,22.8,834.4,583.2,22.1,53.6,physics_model
843.5,25.0,oil,352.6,2.0,43.1,1347.7,1204.6,17.1,38.3,physics_model
843.9,25.0,water,204.4,4.0,54.4,1765.2,1558.1,10.6,29.3,physics_model
860.3,50.0,oil,653.8,1.0,18.4,763.1,482.2,24.5,55.2,physics_model
851.3,13.0,oil,503.5,0.5,30.0,967.9,740.5,21.6,45.7,physics_model
863.8,50.0,water,352.9,2.0,41.5,1375.5,1024.9,15.6,40.7,physics_model
835.0,150.0,air,507.0,4.0,26.8,949.3,648.3,23.0,55.0,physics_model
860.9,25.0,air,357.9,1.0,40.2,1310.1,1008.7,18.8,40.9,physics_model
865.4,25.0,oil,492.2,1.0,31.4,1013.1,733.5,21.1,46.8,physics_model
838.4,25.0,oil,236.4,2.0,50.4,1689.8,1509.3,11.3,34.0,physics_model
869.7,25.0,oil,655.8,1.0,18.7,734.2,508.0,25.8,56.4,physics_model
858.3,25.0,oil,592.2,4.0,19.7,778.0,536.2,23.9,52.2,physics_model
836.1,50.0,water,323.0,0.5,46.8,1481.5,1330.0,14.5,33.4,physics_model
839.4,25.0,oil,490.5,4.0,28.1,956.4,706.0,19.8,54.0,physics_model
861.7,25.0,water,445.9,2.0,35.0,1078.0,856.5,18.4,45.4,physics_model
840.6,100.0,oil,597.4,0.5,22.9,822.7,591.1,23.0,55.7,physics_model
828.6,25.0,air,580.6,0.5,24.6,857.7,577.5,23.6,56.8,physics_model
841.1,25.0,oil,294.7,0.5,47.2,1649.6,1352.7,12.7,29.8,physics_model
834.6,50.0,oil,341.1,1.0,44.5,1476.4,1185.0,13.4,36.9,physics_model
835.9,75.0,oil,263.4,0.5,50.2,1748.8,1504.3,11.9,28.7,physics_model
859.9,100.0,oil,247.9,4.0,50.3,1797.4,1463.8,13.1,29.7,physics_model
870.6,150.0,air,342.6,4.0,39.4,1315.8,1073.7,19.6,42.0,physics_model
858.5,13.0,water,266.4,4.0,48.5,1531.5,1415.7,13.2,29.7,physics_model
853.0,50.0,oil,428.0,2.0,35.7,1159.7,903.0,20.1,46.2,physics_model
835.7,13.0,oil,221.4,0.5,53.1,1805.6,1649.3,10.6,28.1,physics_model
860.5,13.0,oil,473.2,4.0,30.2,992.1,721.0,21.1,50.3,physics_model
853.1,150.0,oil,384.2,1.0,41.1,1313.4,1051.4,16.9,39.4,physics_model
849.0,150.0,air,337.1,1.0,39.7,1267.9,997.5,17.8,43.5,physics_model
844.5,150.0,oil,416.7,1.0,39.0,1257.9,937.0,17.8,44.1,physics_model
846.9,13.0,oil,412.9,0.5,39.6,1320.8,958.6,16.1,40.2,physics_model
864.2,150.0,oil,266.9,4.0,47.9,1538.6,1460.2,12.5,33.4,physics_model
844.2,100.0,oil,412.0,1.0,37.9,1187.8,991.8,19.2,45.7,physics_model
856.9,25.0,oil,549.7,2.0,23.9,846.8,574.2,25.0,49.7,physics_model
839.2,150.0,oil,352.9,2.0,42.1,1425.0,1230.6,14.6,39.2,physics_model
860.6,25.0,oil,537.3,0.5,27.6,932.6,679.6,22.6,47.6,physics_model
831.9,13.0,water,311.5,4.0,47.4,1542.6,1256.6,14.5,34.2,physics_model
850.3,150.0,oil,460.7,1.0,32.6,1100.4,849.2,21.2,46.5,physics_model
841.7,75.0,oil,279.8,2.0,49.3,1631.2,1434.3,12.7,31.7,physics_model
843.2,75.0,oil,461.3,1.0,33.3,1107.3,793.3,21.3,45.7,physics_model
864.8,25.0,water,652.4,2.0,17.9,728.5,486.3,24.7,49.1,physics_model
865.9,75.0,water,233.8,0.5,51.3,1804.0,1518.2,10.5,25.3,physics_model
836.2,50.0,water,220.7,1.0,52.2,1844.1,1485.7,10.3,27.7,physics_model
869.8,150.0,oil,278.7,1.0,48.2,1672.4,1380.1,13.1,31.5,physics_model
858.1,50.0,oil,248.3,0.5,50.5,1768.0,1524.5,11.3,29.8,physics_model
871.5,75.0,oil,490.1,2.0,30.1,978.0,726.6,20.4,49.7,physics_model
864.5,150.0,oil,549.5,2.0,24.0,849.6,611.7,22.7,52.4,physics_model
838.4,75.0,oil,446.5,4.0,31.8,1064.9,864.3,21.4,44.5,physics_model
843.4,100.0,oil,640.2,4.0,18.3,768.4,491.3,22.8,57.5,physics_model
850.2,100.0,air,637.6,2.0,18.4,768.6,516.8,27.2,52.5,physics_model
858.3,100.0,oil,506.8,4.0,26.7,907.2,654.3,24.2,52.5,physics_model
836.5,25.0,water,547.9,4.0,23.0,879.5,610.9,24.8,54.4,physics_model
848.7,13.0,air,387.8,4.0,38.9,1219.7,977.7,18.2,42.8,physics_model
838.6,75.0,oil,397.3,0.5,42.4,1357.6,1075.6,12.6,42.0,physics_model
864.4,75.0,water,582.3,4.0,21.0,738.1,550.4,26.2,55.5,physics_model
860.9,75.0,oil,373.0,4.0,40.1,1204.4,976.2,16.7,38.1,physics_model
871.2,100.0,oil,551.1,4.0,22.9,828.4,539.7,23.5,53.5,physics_model
855.6,150.0,oil,610.6,1.0,21.0,792.1,548.2,24.2,52.7,physics_model
855.9,100.0,oil,473.8,4.0,28.9,960.5,768.3,21.4,47.4,physics_model
848.7,100.0,oil,431.1,0.5,38.0,1270.7,939.2,18.4,46.7,physics_model
865.6,25.0,oil,312.2,0.5,47.0,1562.0,1401.4,13.9,33.5,physics_model
855.3,25.0,oil,252.6,4.0,48.6,1705.8,1286.1,12.5,35.2,physics_model
829.0,13.0,oil,490.5,4.0,28.0,943.7,702.9,22.4,58.7,physics_model
840.9,75.0,water,462.0,1.0,33.0,1006.9,820.5,22.2,47.1,physics_model
853.6,13.0,oil,250.6,1.0,51.7,1750.5,1558.0,11.9,30.9,physics_model
851.8,100.0,oil,368.6,0.5,42.7,1416.8,1171.3,16.9,40.3,physics_model
841.4,75.0,oil,517.7,4.0,25.3,947.8,642.1,22.4,57.1,physics_model
861.2,13.0,oil,325.8,4.0,46.8,1488.7,1222.3,15.2,39.1,physics_model
849.1,75.0,oil,461.8,2.0,31.9,1033.2,742.9,19.5,46.7,physics_model
834.2,100.0,oil,416.9,0.5,38.2,1290.2,997.0,17.6,44.7,physics_model
864.0,25.0,oil,308.4,2.0,47.8,1545.9,1273.7,12.9,36.0,physics_model
866.3,13.0,oil,412.3,1.0,38.9,1189.5,1038.0,18.9,44.2,physics_model
848.2,50.0,oil,295.3,2.0,47.6,1584.4,1321.9,12.4,33.9,physics_model
869.2,50.0,water,296.6,0.5,48.2,1592.5,1341.2,13.0,32.7,physics_model
862.0,75.0,air,521.5,0.5,28.9,914.8,685.8,21.8,50.1,physics_model
846.8,50.0,oil,506.1,0.5,30.8,964.0,726.4,22.7,49.2,physics_model
853.6,75.0,oil,265.9,1.0,52.8,1740.3,1480.3,13.5,31.2,physics_model
870.5,13.0,oil,532.9,0.5,27.4,914.3,707.2,24.1,53.7,physics_model
861.5,13.0,water,247.9,4.0,52.1,1774.6,1504.3,11.9,32.1,physics_model
838.1,13.0,air,372.5,4.0,40.1,1304.6,1093.1,18.0,42.3,physics_model
862.0,100.0,oil,414.4,1.0,38.6,1283.5,958.9,18.5,41.2,physics_model
828.9,150.0,oil,367.8,0.5,44.0,1425.0,1173.4,15.9,38.3,physics_model
839.6,13.0,oil,639.9,4.0,18.1,720.9,480.8,25.0,58.2,physics_model
843.7,13.0,water,250.8,2.0,50.9,1609.6,1414.9,11.0,31.6,physics_model
833.3,75.0,oil,519.9,4.0,25.8,911.8,585.6,24.4,49.9,physics_model
830.4,75.0,air,532.4,1.0,26.9,918.0,646.7,23.1,49.1,physics_model
851.3,150.0,oil,612.9,4.0,19.1,765.1,549.4,26.7,53.0,physics_model
851.8,25.0,oil,234.3,4.0,50.6,1707.1,1565.3,11.6,29.4,physics_model
834.4,100.0,oil,308.5,1.0,47.4,1553.7,1360.4,11.6,34.9,physics_model
839.1,100.0,oil,582.7,0.5,23.7,852.7,586.3,22.4,49.2,physics_model
865.6,13.0,oil,521.6,2.0,25.7,924.8,660.3,18.8,53.0,physics_model
834.1,50.0,oil,294.7,0.5,50.1,1661.0,1403.4,12.1,30.6,physics_model
870.3,50.0,water,595.6,2.0,20.9,791.4,554.3,22.5,55.8,physics_model
864.7,50.0,air,444.2,2.0,33.6,1140.5,847.9,19.9,45.1,physics_model
853.8,75.0,water,203.6,2.0,53.9,1719.4,1515.0,10.9,27.7,physics_model
848.2,50.0,oil,412.9,4.0,35.5,1112.5,960.7,19.3,46.4,physics_model
864.6,100.0,oil,627.1,0.5,21.0,796.6,550.2,26.9,55.5,physics_model
843.8,100.0,oil,383.3,1.0,42.8,1350.1,1081.4,17.1,35.1,physics_model
834.8,25.0,oil,414.9,4.0,36.2,1159.8,857.0,18.3,42.0,physics_model
866.4,100.0,oil,638.1,2.0,19.0,751.9,498.5,25.7,58.3,physics_model
855.5,150.0,oil,278.2,4.0,48.1,1565.3,1449.2,13.4,33.3,physics_model
864.9,13.0,oil,232.8,4.0,49.9,1720.8,1464.1,11.8,32.0,physics_model
833.1,100.0,oil,578.3,1.0,23.2,856.8,574.4,23.5,49.6,physics_model
856.0,75.0,oil,383.6,4.0,38.9,1253.8,1026.4,16.5,43.9,physics_model
867.0,150.0,oil,251.8,4.0,49.5,1639.1,1412.6,10.7,33.1,physics_model
835.0,100.0,oil,354.9,2.0,43.9,1404.3,1026.7,16.1,42.8,physics_model
853.7,75.0,water,549.4,2.0,24.0,834.2,600.8,19.9,50.0,physics_model
839.3,50.0,oil,477.2,2.0,30.3,1004.9,743.9,23.8,48.4,physics_model
870.9,150.0,oil,536.6,2.0,24.6,860.8,616.0,24.5,53.8,physics_model
829.9,75.0,oil,265.1,2.0,50.9,1649.6,1351.5,13.4,30.2,physics_model
845.8,75.0,water,327.8,0.5,46.8,1573.9,1305.7,14.7,34.2,physics_model
839.9,25.0,water,266.0,4.0,49.2,1628.1,1442.0,12.7,31.6,physics_model
868.8,150.0,oil,458.9,2.0,32.1,1047.1,843.6,20.7,47.1,physics_model
831.3,75.0,oil,337.0,0.5,45.3,1477.3,1319.1,15.8,37.7,physics_model
848.8,75.0,oil,384.6,4.0,37.9,1281.9,972.2,18.4,44.4,physics_model
835.8,150.0,oil,491.0,2.0,29.3,955.9,693.5,22.1,47.0,physics_model
833.5,50.0,oil,472.7,1.0,32.6,1062.8,874.8,20.8,47.5,physics_model
865.3,150.0,oil,522.0,4.0,25.7,891.9,596.6,23.7,48.9,physics_model
831.0,100.0,oil,219.9,1.0,51.1,1773.2,1531.9,10.0,25.8,physics_model
865.9,75.0,oil,266.3,2.0,48.0,1637.9,1375.9,13.1,34.8,physics_model
865.4,50.0,air,517.7,2.0,26.6,911.4,666.8,25.3,56.4,physics_model
831.5,50.0,water,207.3,4.0,52.4,1774.9,1537.0,10.9,32.0,physics_model
856.4,75.0,oil,352.1,4.0,42.4,1342.4,1037.4,14.9,35.8,physics_model
830.3,25.0,water,622.2,4.0,18.8,774.4,494.2,23.5,58.7,physics_model
828.7,13.0,water,294.8,0.5,49.9,1724.3,1372.3,13.9,31.9,physics_model
838.2,50.0,oil,253.0,1.0,50.7,1723.5,1478.9,11.6,29.3,physics_model
